,rating,ana_timePlayed,ana_defensiveAssistsAvgPer10Min,ana_offensiveAssistsAvgPer10Min,ana_barrierDamageDoneAvgPer10Min,ana_criticalHitsAvgPer10Min,ana_deathsAvgPer10Min,ana_eliminationsAvgPer10Min,ana_finalBlowsAvgPer10Min,ana_healingDoneAvgPer10Min,ana_heroDamageDoneAvgPer10Min,ana_objectiveKillsAvgPer10Min,ana_objectiveTimeAvgPer10Min,ana_soloKillsAvgPer10Min,ana_timeSpentOnFireAvgPer10Min,ana_weaponAccuracy,ana_enemiesSleptAvgPer10Min,ana_nanoBoostAssistsAvgPer10Min,ana_scopedAccuracy,ana_selfHealingAvgPer10Min,ana_unscopedAccuracy,baptiste_timePlayed,baptiste_defensiveAssistsAvgPer10Min,baptiste_offensiveAssistsAvgPer10Min,baptiste_barrierDamageDoneAvgPer10Min,baptiste_criticalHitsAvgPer10Min,baptiste_deathsAvgPer10Min,baptiste_eliminationsAvgPer10Min,baptiste_finalBlowsAvgPer10Min,baptiste_healingDoneAvgPer10Min,baptiste_heroDamageDoneAvgPer10Min,baptiste_objectiveKillsAvgPer10Min,baptiste_objectiveTimeAvgPer10Min,baptiste_soloKillsAvgPer10Min,baptiste_timeSpentOnFireAvgPer10Min,baptiste_weaponAccuracy,baptiste_amplificationMatrixAssistsAvgPer10Min,baptiste_healingAccuracy,baptiste_immortalityFieldDeathsPreventedAvgPer10Min,baptiste_selfHealingAvgPer10Min,brigitte_timePlayed,brigitte_defensiveAssistsAvgPer10Min,brigitte_offensiveAssistsAvgPer10Min,brigitte_barrierDamageDoneAvgPer10Min,brigitte_criticalHitsAvgPer10Min,brigitte_deathsAvgPer10Min,brigitte_eliminationsAvgPer10Min,brigitte_finalBlowsAvgPer10Min,brigitte_healingDoneAvgPer10Min,brigitte_heroDamageDoneAvgPer10Min,brigitte_objectiveKillsAvgPer10Min,brigitte_objectiveTimeAvgPer10Min,brigitte_soloKillsAvgPer10Min,brigitte_timeSpentOnFireAvgPer10Min,brigitte_weaponAccuracy,brigitte_armorProvidedAvgPer10Min,brigitte_damageBlockedAvgPer10Min,brigitte_inspireUptimePercentage,lucio_timePlayed,lucio_defensiveAssistsAvgPer10Min,lucio_offensiveAssistsAvgPer10Min,lucio_barrierDamageDoneAvgPer10Min,lucio_criticalHitsAvgPer10Min,lucio_deathsAvgPer10Min,lucio_eliminationsAvgPer10Min,lucio_finalBlowsAvgPer10Min,lucio_healingDoneAvgPer10Min,lucio_heroDamageDoneAvgPer10Min,lucio_objectiveKillsAvgPer10Min,lucio_objectiveTimeAvgPer10Min,lucio_soloKillsAvgPer10Min,lucio_timeSpentOnFireAvgPer10Min,lucio_weaponAccuracy,lucio_soundBarriersProvidedAvgPer10Min,lucio_selfHealingAvgPer10Min,mercy_timePlayed,mercy_defensiveAssistsAvgPer10Min,mercy_offensiveAssistsAvgPer10Min,mercy_barrierDamageDoneAvgPer10Min,mercy_criticalHitsAvgPer10Min,mercy_deathsAvgPer10Min,mercy_eliminationsAvgPer10Min,mercy_finalBlowsAvgPer10Min,mercy_healingDoneAvgPer10Min,mercy_heroDamageDoneAvgPer10Min,mercy_objectiveKillsAvgPer10Min,mercy_objectiveTimeAvgPer10Min,mercy_soloKillsAvgPer10Min,mercy_timeSpentOnFireAvgPer10Min,mercy_weaponAccuracy,mercy_damageAmplifiedAvgPer10Min,mercy_playersResurrectedAvgPer10Min,moira_timePlayed,moira_defensiveAssistsAvgPer10Min,moira_offensiveAssistsAvgPer10Min,moira_barrierDamageDoneAvgPer10Min,moira_criticalHitsAvgPer10Min,moira_deathsAvgPer10Min,moira_eliminationsAvgPer10Min,moira_finalBlowsAvgPer10Min,moira_healingDoneAvgPer10Min,moira_heroDamageDoneAvgPer10Min,moira_objectiveKillsAvgPer10Min,moira_objectiveTimeAvgPer10Min,moira_soloKillsAvgPer10Min,moira_timeSpentOnFireAvgPer10Min,moira_weaponAccuracy,moira_coalescenceHealingAvgPer10Min,moira_coalescenceKillsAvgPer10Min,moira_secondaryFireAccuracy,moira_selfHealingAvgPer10Min,zenyatta_timePlayed,zenyatta_defensiveAssistsAvgPer10Min,zenyatta_offensiveAssistsAvgPer10Min,zenyatta_barrierDamageDoneAvgPer10Min,zenyatta_criticalHitsAvgPer10Min,zenyatta_deathsAvgPer10Min,zenyatta_eliminationsAvgPer10Min,zenyatta_finalBlowsAvgPer10Min,zenyatta_healingDoneAvgPer10Min,zenyatta_heroDamageDoneAvgPer10Min,zenyatta_objectiveKillsAvgPer10Min,zenyatta_objectiveTimeAvgPer10Min,zenyatta_soloKillsAvgPer10Min,zenyatta_timeSpentOnFireAvgPer10Min,zenyatta_weaponAccuracy,zenyatta_transcendenceHealingBest
24,1942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1400,57610.0,10.64,7.24,843.0,,7.33,7.08,1.77,7308.0,1792.0,3.91,01:26,0.14,00:47,17%,5.27,2.92,48%,637.0,52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10843.0,9.96,4.46,1802.0,9.08,7.65,11.5,1.93,10487.0,2881.0,7.54,02:15,0.5,01:36,26%,13.15,2145.0,3646.0,15.7,2.47,49.44,0.44,7.13,0.44,0.15,9520.0,114.0,0.15,01:18,,00:03,20%,611.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,867,7251.0,10.42,5.28,743.0,,6.51,7.34,1.51,6254.0,1951.0,3.5,00:59,0.41,00:20,17%,4.52,1.44,48%,506.0,46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3614.0,9.32,5.62,1508.0,11.09,7.87,10.77,3.21,10705.0,3052.0,6.27,03:10,0.32,01:36,29%,9.96,2718.0,21615.0,17.84,2.47,145.0,3.68,7.09,3.63,0.94,9095.0,650.0,1.75,01:35,0.13,00:06,31%,200.0,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2850,14451.0,13.83,10.64,1150.0,,5.84,11.25,1.91,9479.0,2418.0,4.16,00:55,0.24,01:02,18%,6.51,3.79,58%,395.0,56%,7227.0,15.58,2.18,2126.0,7.73,5.94,10.3,2.77,10890.0,2844.0,3.9,00:33,0.46,00:29,32%,2.18,73%,3.96,1106.0,,,,,,,,,,,,,,,,,,,3647.0,12.62,10.02,2046.0,11.38,5.74,15.99,3.15,8746.0,3405.0,6.08,01:36,0.23,00:57,25%,10.36,1685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2174,3628.0,16.47,8.98,1987.0,,6.94,10.35,1.91,8880.0,2202.0,4.49,00:53,,01:18,16%,4.76,2.86,50%,355.0,51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3618.0,21.39,8.72,197.0,2.18,8.2,0.83,0.1,10278.0,361.0,0.42,00:56,,00:11,38%,1017.0,4.57,3632,21.18,,1034,,5.92,25.55,5.32,10645,5071,12.54,01:13,0.12,01:06,,1474,6.86,50%,1315,,,,,,,,,,,,,,,,
30,2388,32455.0,12.31,8.76,1073.0,,5.64,10.61,2.31,8603.0,2581.0,3.99,00:45,0.16,00:44,25%,4.65,3.37,60%,510.0,60%,14443.0,15.95,1.97,1752.0,9.25,6.32,9.91,3.31,9665.0,2821.0,3.9,00:42,0.38,00:45,33%,1.97,73%,2.97,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10856.0,19.29,7.72,57.16,2.62,5.48,2.67,1.14,9932.0,480.0,1.14,00:35,0.29,00:10,33%,1194.0,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7230.0,17.55,5.13,2276.0,6.82,6.28,14.18,1.23,11945.0,2601.0,6.67,01:41,,00:50,23%,15.63,2134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,3087,3632.0,16.95,12.79,1640.0,,5.92,12.79,1.92,8555.0,2975.0,5.92,01:19,,01:21,23%,5.44,3.52,56%,437.0,58%,10803.0,21.3,3.97,2492.0,12.82,6.52,14.34,4.56,10218.0,3736.0,7.34,01:06,0.22,02:51,32%,3.97,70%,4.24,1310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2523,18054.0,13.09,8.82,1240.0,,6.36,11.97,2.68,9143.0,2765.0,5.24,00:51,0.34,00:57,20%,5.11,3.05,59%,471.0,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3622.0,10.56,10.65,1478.0,12.23,7.3,15.98,4.64,7776.0,4439.0,5.62,01:17,1.09,01:21,30%,12.92,2086.0,3633.0,19.19,9.43,53.09,0.96,5.12,2.4,0.96,9832.0,215.0,0.8,01:03,,00:08,20%,1316.0,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2155,3646.0,16.5,10.29,1527.0,,6.6,10.03,1.72,9103.0,1951.0,4.88,01:12,,01:16,15%,6.86,3.96,61%,444.0,51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2025,64824.0,12.55,8.92,1039.0,,6.11,8.93,1.64,8233.0,1874.0,4.39,01:22,0.14,00:52,15%,4.35,3.41,60%,330.0,52%,32408.0,16.57,2.58,1861.0,6.4,7.5,9.31,2.5,8535.0,2634.0,5.36,01:20,0.21,01:03,29%,2.58,74%,2.95,941.0,,,,,,,,,,,,,,,,,,,7220.0,10.9,3.21,3260.0,9.05,7.05,12.04,2.14,9796.0,3022.0,7.34,02:02,0.21,00:44,21%,12.19,1659.0,7204.0,20.34,15.23,19.76,0.46,6.16,0.35,0.12,7753.0,82.35,0.17,00:55,,00:15,38%,1580.0,4.24,7240,14.59,,882,,7.23,17.19,2.85,9449,3289,9.83,01:27,0.06,00:18,,1320,3.49,42%,1364,7230.0,23.13,17.81,3389.0,10.72,6.08,16.99,4.58,7489.0,5203.0,9.97,01:27,0.44,00:59,25%,1774.0
38,2964,,,,,,,,,,,,,,,,,,,,,3651.0,17.81,2.22,2996.0,10.28,6.11,13.12,3.72,8783.0,3487.0,4.87,00:38,0.8,00:45,25%,2.22,69%,2.84,1019.0,,,,,,,,,,,,,,,,,,,14457.0,8.59,14.82,2168.0,12.97,5.66,17.34,3.87,6200.0,3647.0,5.99,01:07,0.71,01:01,24%,11.28,1285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1698,36035.0,11.12,8.86,656.0,,4.97,8.26,1.18,8772.0,1670.0,3.46,00:40,0.1,00:40,15%,7.15,3.18,63%,326.0,59%,7227.0,19.69,2.41,1244.0,4.74,5.46,5.95,1.29,11489.0,1466.0,3.7,00:34,,01:12,27%,2.41,73%,3.21,1208.0,28840.0,22.36,4.81,703.0,,6.1,12.15,3.49,7689.0,3061.0,5.34,01:24,0.53,00:28,,1347.0,1885.0,29%,3630.0,8.37,6.31,1568.0,4.93,6.6,10.94,1.77,9474.0,2348.0,4.93,01:52,0.1,00:32,25%,11.33,1977.0,,,,,,,,,,,,,,,,,,10822,11.82,,543,,5.57,16.52,3.13,8544,4182,7.13,01:06,0.18,00:16,,1375,3.31,52%,1271,7232.0,19.88,19.82,2220.0,5.6,5.01,9.2,2.48,6589.0,3033.0,4.48,01:18,0.35,00:05,21%,1618.0
40,2787,21601.0,13.61,9.22,1493.0,,7.0,8.68,1.15,9417.0,1786.0,4.22,01:24,0.02,01:03,14%,5.27,3.93,58%,472.0,53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7212.0,20.1,14.22,16.95,0.79,6.6,0.61,0.18,9507.0,169.0,0.24,00:56,0.06,00:28,31%,1688.0,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2257,3641.0,13.23,9.7,1096.0,,4.63,10.48,1.99,10507.0,2266.0,3.97,00:45,0.11,00:57,25%,6.73,3.86,70%,455.0,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,3221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2189,7227.0,14.6,10.33,1579.0,,5.59,10.15,1.86,9868.0,2345.0,4.81,01:07,0.18,01:26,16%,4.69,4.39,60%,299.0,56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14435.0,22.32,13.29,14.81,0.95,4.76,0.53,0.25,10725.0,150.0,0.07,00:48,0.07,00:07,36%,1442.0,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1424,10847.0,12.89,10.8,1282.0,,5.66,13.26,2.94,8048.0,3043.0,5.29,00:39,0.26,01:08,18%,7.02,2.73,54%,460.0,47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3640.0,15.74,16.61,3220.0,20.7,5.7,27.52,12.77,4484.0,8029.0,6.32,00:44,3.84,01:42,34%,947.0
49,2819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2544,18035.0,12.57,11.7,1121.0,,5.73,11.79,2.44,7288.0,2657.0,5.12,00:59,0.17,01:10,14%,8.18,3.73,51%,331.0,43%,28849.0,19.25,3.17,1609.0,8.85,5.37,13.02,4.15,9580.0,3326.0,5.67,00:48,0.4,01:35,31%,3.17,67%,3.19,1148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3633.0,16.11,13.63,28.46,1.39,6.2,1.24,0.62,7682.0,212.0,0.62,00:46,,00:18,33%,2067.0,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2639,3606.0,13.55,14.03,1433.0,,5.83,15.93,3.33,7703.0,4469.0,5.59,00:40,0.36,02:05,34%,9.63,4.87,63%,276.0,59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3654.0,16.61,3.08,,0.22,6.49,0.11,,12533.0,26.4,,01:01,,00:26,23%,421.0,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2914,3607.0,15.71,9.98,1328.0,,7.69,8.84,1.31,8129.0,1955.0,2.62,01:06,,00:49,13%,6.05,4.42,47%,685.0,45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2350,7257.0,11.86,10.0,1020.0,,6.48,13.03,3.46,8114.0,3085.0,6.3,01:56,0.31,01:50,24%,7.04,3.46,59%,364.0,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3611.0,20.32,17.07,2639.0,5.77,7.69,14.67,4.45,6045.0,4810.0,6.37,01:01,0.12,00:17,24%,1255.0
57,2307,3652.0,11.54,9.69,1354.0,,6.21,10.12,1.52,6871.0,2084.0,4.03,01:04,0.11,00:48,11%,4.57,3.48,51%,690.0,38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7245.0,12.77,6.07,2196.0,11.78,6.35,14.82,1.62,9220.0,3785.0,7.9,02:12,0.14,01:19,22%,12.7,1901.0,3608.0,20.08,4.78,61.87,0.98,5.75,1.52,0.65,9949.0,215.0,0.22,00:41,0.11,00:45,26%,405.0,4.99,,,,,,,,,,,,,,,,,,,,3644.0,23.56,18.16,2248.0,9.94,5.14,13.19,3.6,6720.0,4316.0,6.17,01:40,0.34,00:30,21%,1423.0
58,2240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2718,3620.0,11.46,10.46,899.0,,7.18,9.07,1.4,8808.0,1959.0,3.79,01:02,0.1,00:39,16%,7.57,3.79,54%,529.0,55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10823.0,7.75,8.39,852.0,7.7,9.77,10.67,2.39,6602.0,2872.0,4.94,01:40,0.48,00:30,24%,10.09,2335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7219,18.55,,477,,6.32,11.8,1.97,10073,2714,6.53,01:15,,00:08,,1232,3.65,48%,1192,,,,,,,,,,,,,,,,
62,1391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18020.0,22.54,12.8,81.06,3.63,5.25,2.92,1.65,9739.0,671.0,0.6,00:39,0.65,00:23,38%,1341.0,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3023,7253.0,12.3,8.86,1074.0,,6.19,9.17,1.15,11049.0,1993.0,4.05,01:21,0.08,01:14,18%,4.66,3.44,68%,547.0,61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3603.0,9.76,13.02,2120.0,14.88,6.62,15.81,4.18,6925.0,3706.0,6.62,01:26,0.81,01:21,28%,11.62,1531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10806.0,19.43,13.93,3805.0,7.57,6.27,12.51,2.42,7171.0,3943.0,4.98,00:41,0.35,00:06,15%,2684.0
67,3288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3651.0,13.19,13.48,1985.0,8.96,3.66,14.64,4.14,8747.0,2460.0,6.26,01:35,0.39,00:58,30%,13.39,1558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2632,10827.0,14.44,8.97,1281.0,,6.07,8.47,1.3,8918.0,1973.0,3.56,00:44,0.1,00:46,11%,4.96,3.46,54%,386.0,44%,3603.0,19.71,2.84,661.0,4.19,5.13,5.54,1.35,10805.0,1341.0,2.43,00:50,,00:32,25%,2.84,59%,2.3,1304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3633.0,21.55,13.85,3523.0,8.88,5.75,16.59,4.57,7275.0,5685.0,6.27,01:10,0.52,00:47,26%,1542.0
70,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1661,3603.0,10.13,6.26,1271.0,,9.86,6.13,1.33,6690.0,1661.0,3.86,01:12,0.13,00:10,14%,4.66,1.73,52%,494.0,48%,3659.0,13.9,1.06,1518.0,4.51,7.88,6.99,1.33,8844.0,1720.0,3.89,01:24,,00:18,31%,1.06,63%,2.21,1209.0,,,,,,,,,,,,,,,,,,,3632.0,10.64,5.38,2165.0,13.91,8.42,11.93,1.29,12018.0,3257.0,6.78,02:49,1.05,01:41,26%,15.43,2659.0,3649.0,20.5,10.18,68.84,1.35,6.29,0.3,0.15,10500.0,188.0,,01:27,,00:05,19%,926.0,3.44,10809,13.36,,1003,,7.37,18.7,3.91,9655,4698,11.48,02:12,0.2,00:35,,1789,3.91,47%,1520,,,,,,,,,,,,,,,,
72,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28840.0,23.87,6.84,49.41,0.52,5.59,1.04,0.29,9874.0,125.0,0.52,00:56,0.04,00:02,26%,616.0,3.65,3638,17.35,,441,,6.96,16.66,2.28,7199,2723,8.33,01:20,0.23,00:20,,905,3.2,30%,899,,,,,,,,,,,,,,,,
73,2431,28847.0,11.59,10.63,1086.0,,6.24,14.01,3.38,7351.0,3599.0,6.06,00:59,0.5,01:33,27%,8.43,3.44,59%,341.0,51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7222.0,9.35,8.72,2247.0,10.59,7.32,12.78,2.96,8293.0,3616.0,6.39,01:36,0.16,00:49,21%,13.4,1794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3557,,,,,,,,,,,,,,,,,,,,,3634.0,19.04,3.35,3094.0,11.26,4.83,14.48,3.62,12297.0,3832.0,6.44,01:21,0.4,02:20,35%,3.35,78%,4.02,1161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
