,rating,dVa_timePlayed,dVa_barrierDamageDoneAvgPer10Min,dVa_criticalHitsAvgPer10Min,dVa_deathsAvgPer10Min,dVa_eliminationsAvgPer10Min,dVa_finalBlowsAvgPer10Min,dVa_heroDamageDoneAvgPer10Min,dVa_objectiveKillsAvgPer10Min,dVa_objectiveTimeAvgPer10Min,dVa_soloKillsAvgPer10Min,dVa_timeSpentOnFireAvgPer10Min,dVa_weaponAccuracy,dVa_damageBlockedAvgPer10Min,dVa_mechsCalledAvgPer10Min,dVa_selfDestructKillsAvgPer10Min,orisa_timePlayed,orisa_barrierDamageDoneAvgPer10Min,orisa_criticalHitsAvgPer10Min,orisa_deathsAvgPer10Min,orisa_eliminationsAvgPer10Min,orisa_finalBlowsAvgPer10Min,orisa_heroDamageDoneAvgPer10Min,orisa_objectiveKillsAvgPer10Min,orisa_objectiveTimeAvgPer10Min,orisa_soloKillsAvgPer10Min,orisa_timeSpentOnFireAvgPer10Min,orisa_weaponAccuracy,orisa_damageBlockedAvgPer10Min,orisa_superchargerAssistsAvgPer10Min,reinhardt_timePlayed,reinhardt_barrierDamageDoneAvgPer10Min,reinhardt_criticalHitsAvgPer10Min,reinhardt_deathsAvgPer10Min,reinhardt_eliminationsAvgPer10Min,reinhardt_finalBlowsAvgPer10Min,reinhardt_heroDamageDoneAvgPer10Min,reinhardt_objectiveKillsAvgPer10Min,reinhardt_objectiveTimeAvgPer10Min,reinhardt_soloKillsAvgPer10Min,reinhardt_timeSpentOnFireAvgPer10Min,reinhardt_weaponAccuracy,reinhardt_chargeKillsAvgPer10Min,reinhardt_damageBlockedAvgPer10Min,reinhardt_earthshatterKillsAvgPer10Min,reinhardt_fireStrikeKillsAvgPer10Min,roadhog_timePlayed,roadhog_barrierDamageDoneAvgPer10Min,roadhog_criticalHitsAvgPer10Min,roadhog_deathsAvgPer10Min,roadhog_eliminationsAvgPer10Min,roadhog_finalBlowsAvgPer10Min,roadhog_heroDamageDoneAvgPer10Min,roadhog_objectiveKillsAvgPer10Min,roadhog_objectiveTimeAvgPer10Min,roadhog_soloKillsAvgPer10Min,roadhog_timeSpentOnFireAvgPer10Min,roadhog_weaponAccuracy,roadhog_enemiesHookedAvgPer10Min,roadhog_hookAccuracy,roadhog_selfHealingAvgPer10Min,roadhog_wholeHogKillsAvgPer10Min,sigma_timePlayed,sigma_barrierDamageDoneAvgPer10Min,sigma_criticalHitsAvgPer10Min,sigma_deathsAvgPer10Min,sigma_eliminationsAvgPer10Min,sigma_finalBlowsAvgPer10Min,sigma_heroDamageDoneAvgPer10Min,sigma_objectiveKillsAvgPer10Min,sigma_objectiveTimeAvgPer10Min,sigma_soloKillsAvgPer10Min,sigma_timeSpentOnFireAvgPer10Min,sigma_weaponAccuracy,sigma_accretionKillsAvgPer10Min,sigma_damageAbsorbedAvgPer10Min,sigma_damageBlockedAvgPer10Min,sigma_graviticFluxKillsAvgPer10Min,winston_timePlayed,winston_barrierDamageDoneAvgPer10Min,winston_criticalHitsAvgPer10Min,winston_deathsAvgPer10Min,winston_eliminationsAvgPer10Min,winston_finalBlowsAvgPer10Min,winston_heroDamageDoneAvgPer10Min,winston_objectiveKillsAvgPer10Min,winston_objectiveTimeAvgPer10Min,winston_soloKillsAvgPer10Min,winston_timeSpentOnFireAvgPer10Min,winston_weaponAccuracy,winston_damageBlockedAvgPer10Min,winston_jumpPackKillsAvgPer10Min,winston_playersKnockedBackAvgPer10Min,winston_primalRageKillsAvgPer10Min,winston_primalRageMeleeAccuracy,winston_teslaCannonAccuracy,wreckingBall_timePlayed,wreckingBall_barrierDamageDoneAvgPer10Min,wreckingBall_criticalHitsAvgPer10Min,wreckingBall_deathsAvgPer10Min,wreckingBall_eliminationsAvgPer10Min,wreckingBall_finalBlowsAvgPer10Min,wreckingBall_heroDamageDoneAvgPer10Min,wreckingBall_objectiveKillsAvgPer10Min,wreckingBall_objectiveTimeAvgPer10Min,wreckingBall_soloKillsAvgPer10Min,wreckingBall_timeSpentOnFireAvgPer10Min,wreckingBall_weaponAccuracy,wreckingBall_grapplingClawKillsAvgPer10Min,wreckingBall_minefieldKillsAvgPer10Min,wreckingBall_piledriverKillsAvgPer10Min,wreckingBall_playersKnockedBackAvgPer10Min,zarya_timePlayed,zarya_barrierDamageDoneAvgPer10Min,zarya_criticalHitsAvgPer10Min,zarya_deathsAvgPer10Min,zarya_eliminationsAvgPer10Min,zarya_finalBlowsAvgPer10Min,zarya_heroDamageDoneAvgPer10Min,zarya_objectiveKillsAvgPer10Min,zarya_objectiveTimeAvgPer10Min,zarya_soloKillsAvgPer10Min,zarya_timeSpentOnFireAvgPer10Min,zarya_weaponAccuracy,zarya_averageEnergy,zarya_damageBlockedAvgPer10Min,zarya_gravitonSurgeKillsAvgPer10Min,zarya_highEnergyKillsAvgPer10Min,zarya_primaryFireAccuracy
352,1802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,2566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,2602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,2888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18023,4424,,5.75,19.66,5.14,7359,9.04,01:51,0.17,00:47,32%,39%,5433,3.26,11.29,33%
356,2662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3651,6778,,6.68,21.39,6.05,8315,11.58,02:14,0.21,00:55,49%,40%,5889,4.17,12.21,36%
357,1192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,3727,7224,4620,218,7.19,18.65,6.13,5939,4.52,01:18,0.99,00:18,21%,8273,2.6,1.3,,,,,,,,,,,,,,,10829,3565,,7.93,12.94,4.62,6995,5.53,01:43,0.09,00:14,,1.48,18051,1.92,6.75,,,,,,,,,,,,,,,,,10844.0,4352.0,,5.08,18.28,5.93,8436.0,9.07,01:57,0.4,00:52,,3.94,2230.0,11909.0,2.54,,,,,,,,,,,,,,,,,,,3648.0,2230.0,,10.12,16.33,6.21,6727.0,8.52,01:55,0.7,00:15,34%,5.11,1.0,5.91,67.94,72024,6182,,5.74,23.55,7.41,8475,10.61,01:31,0.52,01:07,41%,46%,6648,4.13,16.59,35%
359,2780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,2780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,3831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10835,3413,,8.93,14.64,6.3,7923,5.71,01:35,0.27,01:03,,1.95,16579,3.04,6.48,3631,4596,170,8.49,18.17,9.77,7244,4.47,00:53,2.19,01:17,31%,16.89,51%,4862,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21615,5873,,6.66,24.2,7.99,8419,8.69,01:11,0.91,01:16,44%,45%,6540,4.55,18.03,46%
362,1297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,2003,3655,6356,200,4.09,23.29,10.46,7436,7.19,01:29,2.37,01:48,25%,6157,5.73,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3632,4455,122,6.99,13.42,5.45,5882,5.17,01:27,1.26,00:10,26%,16.35,49%,4212,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,2105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,3035,7232,5821,201,4.59,22.95,8.46,7314,5.7,01:42,0.92,00:48,30%,7132,4.33,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7219,4199,,6.18,22.42,7.38,7079,10.33,01:24,0.56,01:31,38%,41%,6145,3.51,15.46,44%
366,3235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,2851,,11.09,13.75,7.66,7613,2.5,01:04,0.47,00:16,,2.19,15189,2.66,5.62,10800,3466,148,7.13,23.27,12.92,7996,6.44,01:00,4.11,01:26,33%,18.66,53%,4138,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10854,4212,,6.76,24.11,9.26,8279,7.34,01:10,1.28,01:56,52%,44%,6288,4.26,16.6,43%
367,1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18001,2762,,7.32,17.59,8.16,8046,6.78,02:01,0.36,01:14,,2.77,12382,3.37,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7214,4092,,5.75,17.17,5.67,6656,7.9,02:01,0.56,00:41,34%,40%,5783,2.79,11.42,36%
368,2944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18007,2885,,7.47,19.29,8.96,9149,7.34,01:51,0.58,01:19,,4.05,13692,4.57,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3629,5369,,5.18,26.48,7.77,9744,12.52,02:01,0.72,02:13,45%,53%,7211,5.61,19.43,40%
369,2160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,2671,3620,5669,143,5.9,19.0,4.59,5173,3.93,01:09,0.79,00:07,22%,6761,2.62,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3652.0,5211.0,,5.56,18.8,5.07,8457.0,6.18,01:35,0.49,00:27,,4.2,2077.0,13046.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3633,6008,,7.01,20.41,5.55,7994,8.48,01:03,0.31,00:32,46%,42%,6359,3.98,12.98,31%
371,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3615,3784,,6.92,17.08,4.85,7042,8.81,02:10,0.27,00:29,43%,41%,5850,3.24,11.06,31%
372,2277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3604,2812,,6.92,12.19,6.48,7523,4.83,01:44,0.22,00:11,,2.75,17086,3.18,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3637,2003,,8.38,17.93,8.09,7250,7.8,01:37,0.88,00:53,,14603,7.8,61.79,1.85,48%,68%,,,,,,,,,,,,,,,,,3608,4308,,6.99,17.6,6.49,7356,7.11,01:18,1.12,01:17,37%,39%,6130,2.87,11.36,41%
373,1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7251,3717,,5.51,23.59,12.5,10176,13.27,03:08,0.78,02:57,,2.48,14887,5.51,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,2140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,3635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14430,2031,,6.52,13.33,5.67,5688,6.52,01:34,0.29,00:28,,2.17,15377,2.43,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,2125,3602,5459,274,5.22,25.88,10.22,6688,7.33,01:43,1.67,00:52,26%,6523,4.33,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,4302,122,6.88,19.2,12.24,6926,5.76,02:03,1.92,00:54,34%,16.24,51%,4372,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3641,2070,,6.74,15.97,6.3,5600,8.34,02:15,0.18,00:21,,2.13,14413,2.57,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,3477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14420,3363,,7.04,22.29,11.85,9302,7.57,01:35,0.81,01:21,,4.77,17193,4.49,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3617,1125,,8.91,22.17,10.93,8128,6.79,01:14,2.02,01:19,,13183,8.7,71.39,3.92,60%,70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,2619,25208,4912,259,4.45,23.12,8.31,7748,8.04,01:58,1.35,00:43,24%,7342,5.76,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,1998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7250.0,5475.0,,6.27,21.76,6.47,8129.0,13.28,02:45,0.47,01:25,,3.87,2181.0,11076716.0,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3622,4660,,5.87,24.21,7.17,8093,12.01,01:36,0.65,01:29,38%,51%,7182,4.75,19.65,34%
383,2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3657,5767,181,4.78,25.7,14.33,7851,8.41,01:06,3.52,02:07,36%,19.9,53%,4002,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,1469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3632,2058,,7.73,16.0,7.38,7318,6.58,02:09,0.62,01:27,,3.82,13858,2.58,7.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3641,3073,,6.56,20.6,6.56,7200,9.14,01:52,0.51,00:43,38%,28%,4538,1.93,8.5,42%
386,1426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,2403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18002,1941,,8.17,17.81,10.09,7252,7.72,02:17,0.75,01:01,,3.05,14111,2.42,5.39,7246,3807,115,6.88,18.06,8.42,6263,7.74,02:21,1.35,00:30,28%,15.05,52%,4852,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,2754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10814,4690,,5.18,18.65,5.97,7091,8.3,01:37,0.37,00:27,39%,38%,5151,2.54,10.62,48%
389,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,1775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3603,1969,,7.3,11.27,5.38,5620,6.15,02:14,0.13,00:24,,2.95,21312,2.82,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,3249,,,,,,,,,,,,,,,,3646.0,6898.0,,7.94,14.53,3.3,4353.0,7.79,01:28,0.15,00:09,28%,15746.0,4.19,18010,2932,,7.32,12.53,5.57,5931,5.77,02:24,0.28,00:29,,1.69,14602,2.0,6.0,3631,7132,123,4.98,15.11,6.27,6214,7.37,01:44,0.37,00:13,24%,12.99,37%,3178,2.3,14400.0,6561.0,,5.8,16.91,5.84,7515.0,8.78,01:35,0.34,00:58,,3.82,2176.0,8764275.0,3.13,3648,2019,,6.83,17.11,5.41,6087,6.38,01:35,0.62,00:20,,12084,6.03,53.54,1.68,49%,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,1852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10846,4322,,4.53,25.41,12.68,10321,9.21,01:28,2.97,02:37,44%,42%,5622,5.38,16.85,40%
394,2655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18023,1011,,9.45,12.03,6.03,5583,3.7,01:21,1.15,00:21,,3.8,12641,2.17,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,1558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,2599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3601,3056,,7.66,21.66,10.5,7523,7.16,01:44,0.5,01:25,,5.33,13114,3.17,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7204,3804,,5.85,21.45,6.49,9230,9.59,01:47,0.47,01:36,45%,41%,5766,3.51,13.27,47%
398,2634,,,,,,,,,,,,,,,,3635.0,6234.0,,6.06,20.36,4.38,7635.0,10.83,02:21,0.26,00:56,29%,17239.0,10.18,10846,3080,,7.48,19.04,8.41,8560,7.28,01:32,0.36,00:59,,3.72,19680,5.21,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7218,5851,,7.17,19.46,5.52,8718,7.83,01:16,0.08,00:45,51%,43%,6564,3.3,11.71,40%
399,2967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,2686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,2999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,2366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,2519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3637,4622,,4.77,29.38,11.34,8598,13.79,01:24,1.55,02:08,46%,33%,4796,4.51,15.85,46%
404,1908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,2413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,2735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,2376,3607,7140,275,4.2,28.21,10.71,8720,9.69,01:53,1.88,01:16,28%,6415,7.81,2.46,,,,,,,,,,,,,,,14441,2563,,6.38,18.41,9.61,8027,5.76,02:01,1.03,00:52,,4.51,16823,3.67,7.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3620,3749,,5.87,23.58,9.3,7976,10.52,01:14,1.55,01:11,42%,45%,6498,3.32,16.83,40%
408,1857,7217,6890,281,3.52,30.2,11.99,8506,11.87,02:31,1.51,01:38,23%,7149,6.22,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,1872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,2050,3649,6369,250,6.11,23.28,9.16,7827,6.3,01:35,1.81,00:32,24%,5553,5.25,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3659,1464,,6.87,15.31,7.65,6759,5.74,01:40,0.7,00:58,,4.0,18214,2.35,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,1504,,5.2,23.33,11.06,7465,8.94,01:37,2.03,00:44,,12924,7.15,61.55,2.2,51%,59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,2247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,2520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39606,2430,,7.94,17.97,9.04,8076,7.23,01:58,0.74,01:05,,4.15,17380,3.99,6.6,3657,5095,104,7.46,18.14,8.22,6003,7.55,01:57,1.02,00:25,24%,17.04,51%,3444,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3618,4426,,6.52,23.3,7.09,7647,10.07,01:46,0.38,00:42,47%,37%,5768,2.88,13.52,32%
414,1919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,2639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,2991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7236,2692,,7.47,16.41,8.56,8009,5.75,01:34,0.26,00:40,,3.07,15246,3.32,6.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3633,5326,,7.36,18.27,8.09,7677,7.97,01:15,0.49,00:31,38%,38%,6393,2.7,12.63,48%
