,rating,dVa_timePlayed,dVa_barrierDamageDoneAvgPer10Min,dVa_criticalHitsAvgPer10Min,dVa_deathsAvgPer10Min,dVa_eliminationsAvgPer10Min,dVa_finalBlowsAvgPer10Min,dVa_heroDamageDoneAvgPer10Min,dVa_objectiveKillsAvgPer10Min,dVa_objectiveTimeAvgPer10Min,dVa_soloKillsAvgPer10Min,dVa_timeSpentOnFireAvgPer10Min,dVa_weaponAccuracy,dVa_damageBlockedAvgPer10Min,dVa_mechsCalledAvgPer10Min,dVa_selfDestructKillsAvgPer10Min,orisa_timePlayed,orisa_barrierDamageDoneAvgPer10Min,orisa_criticalHitsAvgPer10Min,orisa_deathsAvgPer10Min,orisa_eliminationsAvgPer10Min,orisa_finalBlowsAvgPer10Min,orisa_heroDamageDoneAvgPer10Min,orisa_objectiveKillsAvgPer10Min,orisa_objectiveTimeAvgPer10Min,orisa_soloKillsAvgPer10Min,orisa_timeSpentOnFireAvgPer10Min,orisa_weaponAccuracy,orisa_damageBlockedAvgPer10Min,orisa_superchargerAssistsAvgPer10Min,reinhardt_timePlayed,reinhardt_barrierDamageDoneAvgPer10Min,reinhardt_criticalHitsAvgPer10Min,reinhardt_deathsAvgPer10Min,reinhardt_eliminationsAvgPer10Min,reinhardt_finalBlowsAvgPer10Min,reinhardt_heroDamageDoneAvgPer10Min,reinhardt_objectiveKillsAvgPer10Min,reinhardt_objectiveTimeAvgPer10Min,reinhardt_soloKillsAvgPer10Min,reinhardt_timeSpentOnFireAvgPer10Min,reinhardt_weaponAccuracy,reinhardt_chargeKillsAvgPer10Min,reinhardt_damageBlockedAvgPer10Min,reinhardt_earthshatterKillsAvgPer10Min,reinhardt_fireStrikeKillsAvgPer10Min,roadhog_timePlayed,roadhog_barrierDamageDoneAvgPer10Min,roadhog_criticalHitsAvgPer10Min,roadhog_deathsAvgPer10Min,roadhog_eliminationsAvgPer10Min,roadhog_finalBlowsAvgPer10Min,roadhog_heroDamageDoneAvgPer10Min,roadhog_objectiveKillsAvgPer10Min,roadhog_objectiveTimeAvgPer10Min,roadhog_soloKillsAvgPer10Min,roadhog_timeSpentOnFireAvgPer10Min,roadhog_weaponAccuracy,roadhog_enemiesHookedAvgPer10Min,roadhog_hookAccuracy,roadhog_selfHealingAvgPer10Min,roadhog_wholeHogKillsAvgPer10Min,sigma_timePlayed,sigma_barrierDamageDoneAvgPer10Min,sigma_criticalHitsAvgPer10Min,sigma_deathsAvgPer10Min,sigma_eliminationsAvgPer10Min,sigma_finalBlowsAvgPer10Min,sigma_heroDamageDoneAvgPer10Min,sigma_objectiveKillsAvgPer10Min,sigma_objectiveTimeAvgPer10Min,sigma_soloKillsAvgPer10Min,sigma_timeSpentOnFireAvgPer10Min,sigma_weaponAccuracy,sigma_accretionKillsAvgPer10Min,sigma_damageAbsorbedAvgPer10Min,sigma_damageBlockedAvgPer10Min,sigma_graviticFluxKillsAvgPer10Min,winston_timePlayed,winston_barrierDamageDoneAvgPer10Min,winston_criticalHitsAvgPer10Min,winston_deathsAvgPer10Min,winston_eliminationsAvgPer10Min,winston_finalBlowsAvgPer10Min,winston_heroDamageDoneAvgPer10Min,winston_objectiveKillsAvgPer10Min,winston_objectiveTimeAvgPer10Min,winston_soloKillsAvgPer10Min,winston_timeSpentOnFireAvgPer10Min,winston_weaponAccuracy,winston_damageBlockedAvgPer10Min,winston_jumpPackKillsAvgPer10Min,winston_playersKnockedBackAvgPer10Min,winston_primalRageKillsAvgPer10Min,winston_primalRageMeleeAccuracy,winston_teslaCannonAccuracy,wreckingBall_timePlayed,wreckingBall_barrierDamageDoneAvgPer10Min,wreckingBall_criticalHitsAvgPer10Min,wreckingBall_deathsAvgPer10Min,wreckingBall_eliminationsAvgPer10Min,wreckingBall_finalBlowsAvgPer10Min,wreckingBall_heroDamageDoneAvgPer10Min,wreckingBall_objectiveKillsAvgPer10Min,wreckingBall_objectiveTimeAvgPer10Min,wreckingBall_soloKillsAvgPer10Min,wreckingBall_timeSpentOnFireAvgPer10Min,wreckingBall_weaponAccuracy,wreckingBall_grapplingClawKillsAvgPer10Min,wreckingBall_minefieldKillsAvgPer10Min,wreckingBall_piledriverKillsAvgPer10Min,wreckingBall_playersKnockedBackAvgPer10Min,zarya_timePlayed,zarya_barrierDamageDoneAvgPer10Min,zarya_criticalHitsAvgPer10Min,zarya_deathsAvgPer10Min,zarya_eliminationsAvgPer10Min,zarya_finalBlowsAvgPer10Min,zarya_heroDamageDoneAvgPer10Min,zarya_objectiveKillsAvgPer10Min,zarya_objectiveTimeAvgPer10Min,zarya_soloKillsAvgPer10Min,zarya_timeSpentOnFireAvgPer10Min,zarya_weaponAccuracy,zarya_averageEnergy,zarya_damageBlockedAvgPer10Min,zarya_gravitonSurgeKillsAvgPer10Min,zarya_highEnergyKillsAvgPer10Min,zarya_primaryFireAccuracy
1034,2699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3643,2627,,6.64,21.63,9.58,8766,10.35,02:03,0.31,01:42,,6.34,16445,5.25,7.73,3638,7113,145,6.02,19.97,7.29,7009,5.92,01:15,1.16,00:29,25%,17.01,43%,5143,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,1975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7214,1886,,9.52,13.6,5.78,6518,6.57,02:02,0.53,00:28,,1.64,14754,2.17,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,2279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3628,5569,,6.64,20.5,6.15,8874,9.66,01:58,0.29,01:23,42%,42%,5912,4.88,13.86,38%
1038,2693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3645,1314,,4.36,14.82,7.08,6086,7.52,03:07,0.76,00:52,,2.18,18075,1.53,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3609,3178,,4.62,19.36,7.74,5625,9.53,02:52,0.6,00:25,38%,28%,4120,3.87,7.89,36%
1039,1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3649,2098,,6.56,14.91,7.64,6305,5.37,02:08,0.12,00:48,,2.86,18904,2.39,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,1881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,2371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,2154,3621,5718,315,5.05,30.15,11.02,8316,13.62,02:11,0.92,01:38,28%,5018,5.2,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,2248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3651.0,4165.0,,6.26,16.42,4.45,7773.0,8.77,01:40,0.28,01:41,,2.78,2886.0,11084227.0,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,2193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10842,867,,8.1,21.04,7.41,6776,7.3,01:06,1.33,01:01,,13027,5.97,50.08,1.65,47%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,1877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,2297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,1799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,2157,28818,5682,216,4.91,23.11,7.52,6650,7.9,01:23,1.58,00:39,20%,5347,5.2,2.53,,,,,,,,,,,,,,,64843,2112,,8.02,16.86,9.14,7497,6.88,01:40,0.79,00:48,,4.0,16749,2.65,5.6,,,,,,,,,,,,,,,,,3621.0,4172.0,,5.2,19.6,5.64,8319.0,8.76,01:12,0.89,00:57,,3.56,2461.0,11890.0,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36001,5196,,5.91,20.24,6.31,7341,9.54,01:31,0.46,00:53,31%,39%,5724,3.32,11.99,31%
1050,2731,3638,5318,262,6.33,19.63,10.06,6767,6.0,01:24,1.3,00:36,27%,5526,4.87,3.25,,,,,,,,,,,,,,,18049,3143,,8.37,17.15,8.65,8315,6.68,01:45,0.49,00:44,,3.2,14143,3.36,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3658.0,3428.0,,7.29,19.35,6.96,6918.0,7.94,01:40,0.87,00:04,37%,6.52,1.96,6.85,68.18,3646,3740,,7.46,18.59,6.48,6267,7.34,01:13,0.37,00:41,43%,32%,5524,1.59,10.76,41%
1051,2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10857,2294,,8.1,14.57,6.95,7012,5.57,01:38,0.43,00:45,,2.62,14909,2.33,6.53,10829,3942,127,6.17,20.86,12.06,7103,6.49,01:28,2.95,00:55,29%,16.46,54%,3394,3.22,,,,,,,,,,,,,,,,,3644,905,,7.46,20.06,7.46,6045,5.99,01:28,0.73,00:32,,9959,6.97,41.72,2.45,42%,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,1977,25211,5330,220,4.62,26.12,9.53,7550,9.22,02:27,1.6,00:59,19%,7055,5.4,2.58,,,,,,,,,,,,,,,7203,1641,,7.26,13.95,7.17,6197,7.74,01:39,0.64,00:17,,2.98,9411,2.02,5.4,7213,4240,66.63,6.97,14.32,5.96,5248,6.73,01:55,0.54,00:12,23%,12.54,42%,4095,1.47,7236.0,3857.0,,6.82,16.92,5.73,7935.0,8.94,02:03,0.41,01:06,,3.14,2032.0,9664.0,2.66,3634,1596,,8.49,18.27,5.49,6554,10.55,02:33,0.86,00:55,,13158,4.03,44.78,0.77,51%,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,2613,14452,5483,249,5.26,24.16,9.3,7812,6.48,02:02,1.37,00:54,27%,7679,4.56,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14442,4076,,6.07,20.36,6.57,7377,9.47,01:41,0.34,01:05,46%,42%,6067,3.91,13.01,36%
1054,2598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3658.0,3901.0,,6.47,22.07,10.59,9737.0,8.68,01:21,1.32,01:53,,4.71,837.0,10053.0,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,3088,3608,4460,267,5.46,19.05,6.97,8166,4.78,01:38,1.34,00:11,33%,7998,4.95,2.1,,,,,,,,,,,,,,,46828,3826,,8.18,17.08,8.18,9261,6.48,01:43,0.3,01:10,,2.9,18604,3.74,7.56,3600,3692,142,6.89,20.0,10.75,7363,7.74,01:16,1.89,00:43,38%,15.28,48%,4241,4.15,,,,,,,,,,,,,,,,,7210,1621,,8.48,19.02,6.58,7274,6.58,01:10,1.11,00:36,,13935,8.0,72.84,2.46,50%,65%,3623.0,2008.0,,7.07,19.0,7.75,7377.0,8.35,01:43,0.77,00:18,38%,9.2,2.64,6.99,85.11,14434,5026,,6.14,18.25,6.37,7590,6.93,01:16,0.45,00:55,48%,45%,6671,3.54,12.73,28%
1056,1171,7218,6186,194,6.32,24.49,9.48,7025,9.3,01:58,1.74,01:07,26%,4260,5.39,1.92,,,,,,,,,,,,,,,3607,2151,,7.49,20.36,10.64,8537,5.91,01:18,0.92,01:15,,7.75,12907,2.23,7.49,,,,,,,,,,,,,,,,,3617.0,3900.0,,6.38,21.74,7.78,9378.0,7.78,01:40,1.2,02:33,,5.48,2565.0,6951.0,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28856,2529,,8.0,18.93,10.52,8952,6.46,01:51,0.85,01:21,,4.21,15675,3.73,6.5,7253,4071,130,6.96,21.58,10.79,8092,9.3,02:04,1.92,01:22,34%,18.31,47%,4542,3.27,3613.0,4408.0,,7.02,19.45,6.53,8615.0,8.5,01:53,0.74,00:40,,3.08,2850.0,6720.0,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,2115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,3179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,3331,,7.6,24.42,14.33,9723,7.21,01:35,1.44,01:51,,4.42,11672,5.48,8.17,7236,3641,173,5.51,25.16,14.64,8969,6.5,01:09,3.87,01:44,35%,20.07,51%,4237,4.36,,,,,,,,,,,,,,,,,3603,1538,,6.26,33.98,14.92,9308,9.59,01:12,3.2,02:36,,12217,15.46,91.53,3.6,52%,71%,7201.0,3036.0,,5.75,24.93,11.37,8182.0,8.9,01:24,2.19,00:33,36%,11.78,3.15,7.47,88.62,3646,6260,,7.03,22.94,8.06,8089,7.96,01:04,1.14,01:15,44%,38%,6120,4.86,12.92,43%
1060,2807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10830,3886,,8.85,21.53,11.1,9923,6.39,01:38,0.46,01:18,,3.07,16719,4.4,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10817,5082,,6.2,25.37,9.99,8680,9.14,01:26,1.07,01:43,52%,48%,7052,5.62,19.22,44%
1061,2492,7205,5596,259,4.8,22.3,7.11,6497,7.27,01:46,0.88,00:37,25%,6419,3.12,1.6,,,,,,,,,,,,,,,3642,2991,,6.33,19.86,10.52,8040,7.11,01:20,0.49,00:59,,4.48,14282,4.19,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,3566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57649,3273,,6.41,17.76,7.74,8448,7.39,01:56,0.29,00:54,,3.5,15766,3.62,8.47,3601,4188,138,5.1,15.88,7.94,6746,5.88,01:23,0.98,00:21,25%,15.58,47%,3994,2.84,,,,,,,,,,,,,,,,,7228,1074,,7.0,22.52,8.37,6040,7.76,01:32,0.46,00:34,,12589,8.22,50.59,2.89,48%,64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,3019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3642,1884,,6.02,24.24,9.76,8301,6.8,01:01,0.96,00:49,,14418,7.24,68.61,2.96,59%,69%,,,,,,,,,,,,,,,,,3627,3729,,4.88,27.99,10.9,8981,11.23,01:24,1.79,01:45,42%,45%,6074,5.86,19.04,44%
1065,2415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3608,3523,,7.96,21.51,10.82,10119,8.2,02:09,0.36,01:20,,3.68,13257,4.16,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,2406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10831,2795,,8.21,13.55,6.39,7620,5.4,01:51,0.61,00:31,,2.15,15482,2.31,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10843,5638,,6.69,18.29,4.11,7343,8.75,01:25,0.11,00:27,42%,40%,5634,4.01,11.86,34%
1067,2065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3638,2226,,6.57,18.42,8.99,7852,6.4,02:13,0.17,00:54,,3.11,15774,2.85,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21624,4687,,6.59,23.72,7.16,7616,10.21,01:50,0.45,00:59,48%,38%,5747,4.49,13.61,38%
1069,1566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,1446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,3002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10851,2814,,7.93,15.96,8.68,8012,5.16,01:05,0.44,00:38,,3.84,14544,3.48,6.44,7224,3050,165,7.1,23.13,11.4,7853,8.85,00:55,1.52,00:32,30%,20.1,50%,4208,3.11,,,,,,,,,,,,,,,,,7243,1309,,7.87,25.26,9.3,7495,8.09,01:02,1.22,00:45,,12975,10.66,69.64,3.01,49%,66%,3630.0,2229.0,,8.61,19.76,6.91,6707.0,9.94,01:56,0.48,00:37,35%,9.09,1.58,3.76,72.0,46842,5504,,6.19,25.29,9.01,9149,9.22,01:13,0.79,01:37,42%,46%,6737,4.94,18.2,41%
1072,2602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,5643,163,4.94,24.21,14.22,7547,9.52,01:39,2.05,01:51,33%,19.03,53%,5241,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,3149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,2510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7205,5772,165,5.19,28.12,15.57,8296,11.39,01:24,2.01,01:49,31%,19.06,56%,3635,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3659,4105,,5.09,29.83,11.78,9727,13.05,01:47,1.27,02:05,49%,44%,5411,4.83,18.9,45%
1075,2314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3651,3147,,6.18,17.5,7.95,8044,7.3,01:20,0.28,00:46,,3.74,20248,2.34,8.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3617,4117,,7.13,19.24,6.14,6553,9.12,02:08,0.66,00:36,38%,34%,5376,2.65,10.78,36%
1076,1845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,2417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,1638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14402,2484,,7.86,11.37,5.46,5395,4.54,01:50,0.53,00:13,,2.06,16287,0.88,4.5,7207,4804,87.4,8.2,9.26,3.33,4014,2.68,01:04,0.65,,20%,11.13,47%,4012,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,2455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14414,2245,,7.58,15.7,7.27,7229,5.88,01:45,0.48,00:37,,3.6,15581,2.21,5.17,3656,4229,115,5.81,21.2,10.87,6388,7.64,01:13,2.04,00:39,26%,15.71,45%,3832,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3603,5367,,7.24,21.6,6.78,6999,9.19,01:17,0.23,00:31,39%,41%,6184,3.1,14.48,33%
1080,1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3627,1414,,9.03,12.41,5.74,6554,5.49,01:20,0.42,00:11,,3.46,16928,2.11,3.8,,,,,,,,,,,,,,,,,3630.0,3424.0,,6.86,15.74,4.85,9212.0,8.05,02:03,0.24,00:36,,1.78,2145.0,10753.0,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,3093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3628,6780,,4.28,31.97,13.59,11250,14.85,01:08,2.01,02:48,45%,60%,7134,6.29,27.31,44%
1082,2641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14435,3525,,5.7,20.48,8.04,7572,7.59,01:19,0.57,00:40,30%,38%,5531,3.59,12.16,35%
1083,2885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,1762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7203,3890,,6.01,19.29,8.75,9227,6.4,01:33,0.39,00:32,,3.51,17039,2.81,7.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3634,2127,,7.04,20.18,8.16,8027,4.88,00:55,0.66,00:34,,14258,7.32,70.75,2.16,43%,64%,3637.0,2811.0,,6.82,19.8,6.17,7714.0,8.6,01:42,0.97,00:19,35%,7.47,3.9,7.47,68.65,10850,6072,,5.29,21.52,7.93,9020,8.66,01:20,0.83,01:01,37%,45%,6175,3.37,13.43,36%
1086,1083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7259,2923,,8.89,13.63,5.85,7010,6.44,01:20,0.37,00:22,,2.52,15918,2.44,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3652.0,1936.0,,8.16,21.23,6.86,6883.0,10.34,01:33,0.87,00:22,35%,6.53,2.61,6.97,68.36,3601,4633,,9.06,19.17,8.0,7267,6.59,01:16,0.47,00:46,44%,38%,6477,4.0,12.59,39%
1088,1516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,1479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,2591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3623.0,2159.0,,5.64,20.63,9.65,6983.0,9.35,01:49,2.37,00:12,41%,8.9,1.93,6.83,83.55,3644,4471,,4.81,27.77,10.04,9824,11.14,01:18,1.79,02:48,44%,50%,6111,6.6,20.49,52%
1091,3235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3606,4691,,4.73,25.75,8.94,9744,7.49,00:49,0.53,01:40,35%,46%,5616,4.47,17.35,50%
